Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
2,Sat Aug 25 2018,CD Numancia,01-Jan,Cádiz CF,2018,Aug,25,25/Aug/2018,Sat,2,1,1,Draw
2,Sat Aug 25 2018,UD Las Palmas,01-Jan,Albacete Balompié,2018,Aug,25,25/Aug/2018,Sat,2,1,1,Draw
2,Sat Aug 25 2018,Córdoba CF,02-Apr,Real Oviedo,2018,Aug,25,25/Aug/2018,Sat,6,2,4,Real Oviedo
2,Sun Aug 26 2018,Sporting Gijón,2-0,Gimnàstic Tarragona,2018,Aug,26,26/Aug/2018,Sun,2,2,0,Sporting Gijón
2,Sun Aug 26 2018,CA Osasuna,01-Jan,Elche CF,2018,Aug,26,26/Aug/2018,Sun,2,1,1,Draw
2,Sun Aug 26 2018,Granada CF,01-Jan,CD Lugo,2018,Aug,26,26/Aug/2018,Sun,2,1,1,Draw
2,Sun Aug 26 2018,UD Almería,01-Jan,CD Tenerife,2018,Aug,26,26/Aug/2018,Sun,2,1,1,Draw
2,Mon Aug 27 2018,CF Rayo Majadahonda,0-1,RCD Mallorca,2018,Aug,27,27/Aug/2018,Mon,1,0,1,RCD Mallorca
3,Fri Aug 31 2018,AD Alcorcón,1-0,RCD Mallorca,2018,Aug,31,31/Aug/2018,Fri,1,1,0,AD Alcorcón
3,Sat Sep 1 2018,CD Lugo,03-Feb,CD Numancia,2018,Sep,1,1/Sep/2018,Sat,5,3,2,CD Lugo
3,Sat Sep 1 2018,Elche CF,0-2,CF Reus,2018,Sep,1,1/Sep/2018,Sat,2,0,2,CF Reus
3,Sat Sep 1 2018,Real Zaragoza,01-Jan,UD Las Palmas,2018,Sep,1,1/Sep/2018,Sat,2,1,1,Draw
3,Sat Sep 1 2018,Cádiz CF,01-Jan,Real Oviedo,2018,Sep,1,1/Sep/2018,Sat,2,1,1,Draw
3,Sat Sep 1 2018,CD Tenerife,02-Feb,RCD La Coruña,2018,Sep,1,1/Sep/2018,Sat,4,2,2,Draw
3,Sun Sep 2 2018,Gimnàstic Tarragona,0-1,CF Rayo Majadahonda,2018,Sep,2,2/Sep/2018,Sun,1,0,1,CF Rayo Majadahonda
3,Sun Sep 2 2018,Sporting Gijón,2-0,Extremadura UD,2018,Sep,2,2/Sep/2018,Sun,2,2,0,Sporting Gijón
3,Sun Sep 2 2018,Albacete Balompié,3-0,Córdoba CF,2018,Sep,2,2/Sep/2018,Sun,3,3,0,Albacete Balompié
3,Sun Sep 2 2018,Granada CF,2-0,CA Osasuna,2018,Sep,2,2/Sep/2018,Sun,2,2,0,Granada CF
3,Mon Sep 3 2018,UD Almería,0-1,Málaga CF,2018,Sep,3,3/Sep/2018,Mon,1,0,1,Málaga CF
4,Fri Sep 7 2018,UD Las Palmas,4-0,Gimnàstic Tarragona,2018,Sep,7,7/Sep/2018,Fri,4,4,0,UD Las Palmas
4,Fri Sep 7 2018,RCD Mallorca,1-0,Cádiz CF,2018,Sep,7,7/Sep/2018,Fri,1,1,0,RCD Mallorca
4,Sat Sep 8 2018,CA Osasuna,03-Jan,UD Almería,2018,Sep,8,8/Sep/2018,Sat,4,3,1,CA Osasuna
4,Sat Sep 8 2018,Málaga CF,1-0,CD Tenerife,2018,Sep,8,8/Sep/2018,Sat,1,1,0,Málaga CF
4,Sat Sep 8 2018,Real Oviedo,0-4,Real Zaragoza,2018,Sep,8,8/Sep/2018,Sat,4,0,4,Real Zaragoza
4,Sun Sep 9 2018,CF Reus,01-Feb,Albacete Balompié,2018,Sep,9,9/Sep/2018,Sun,3,1,2,Albacete Balompié
4,Sun Sep 9 2018,CD Numancia,1-0,Elche CF,2018,Sep,9,9/Sep/2018,Sun,1,1,0,CD Numancia
4,Sun Sep 9 2018,Extremadura UD,01-Mar,Granada CF,2018,Sep,9,9/Sep/2018,Sun,4,1,3,Granada CF
4,Sun Sep 9 2018,Córdoba CF,0-0,AD Alcorcón,2018,Sep,9,9/Sep/2018,Sun,0,0,0,Draw
4,Sun Sep 9 2018,RCD La Coruña,1-0,Sporting Gijón,2018,Sep,9,9/Sep/2018,Sun,1,1,0,RCD La Coruña
4,Mon Sep 10 2018,CF Rayo Majadahonda,1-0,CD Lugo,2018,Sep,10,10/Sep/2018,Mon,1,1,0,CF Rayo Majadahonda
5,Sat Sep 15 2018,Gimnàstic Tarragona,1-0,CA Osasuna,2018,Sep,15,15/Sep/2018,Sat,1,1,0,Gimnàstic Tarragona
5,Sat Sep 15 2018,Málaga CF,3-0,Córdoba CF,2018,Sep,15,15/Sep/2018,Sat,3,3,0,Málaga CF
5,Sat Sep 15 2018,CD Tenerife,0-1,CF Reus,2018,Sep,15,15/Sep/2018,Sat,1,0,1,CF Reus
5,Sat Sep 15 2018,AD Alcorcón,1-0,RCD La Coruña,2018,Sep,15,15/Sep/2018,Sat,1,1,0,AD Alcorcón
5,Sun Sep 16 2018,Elche CF,01-Jan,RCD Mallorca,2018,Sep,16,16/Sep/2018,Sun,2,1,1,Draw
5,Sun Sep 16 2018,CD Lugo,0-2,Real Oviedo,2018,Sep,16,16/Sep/2018,Sun,2,0,2,Real Oviedo
5,Sun Sep 16 2018,Extremadura UD,01-Feb,UD Las Palmas,2018,Sep,16,16/Sep/2018,Sun,3,1,2,UD Las Palmas
5,Sun Sep 16 2018,UD Almería,02-Jan,Real Zaragoza,2018,Sep,16,16/Sep/2018,Sun,3,2,1,UD Almería
5,Sun Sep 16 2018,Granada CF,3-0,CF Rayo Majadahonda,2018,Sep,16,16/Sep/2018,Sun,3,3,0,Granada CF
5,Sun Sep 16 2018,Sporting Gijón,01-Jan,CD Numancia,2018,Sep,16,16/Sep/2018,Sun,2,1,1,Draw
5,Mon Sep 17 2018,Albacete Balompié,01-Jan,Cádiz CF,2018,Sep,17,17/Sep/2018,Mon,2,1,1,Draw
6,Sat Sep 22 2018,CA Osasuna,1-0,Sporting Gijón,2018,Sep,22,22/Sep/2018,Sat,1,1,0,CA Osasuna
6,Sat Sep 22 2018,CF Rayo Majadahonda,01-Apr,Extremadura UD,2018,Sep,22,22/Sep/2018,Sat,5,1,4,Extremadura UD
6,Sat Sep 22 2018,Real Zaragoza,0-2,CD Lugo,2018,Sep,22,22/Sep/2018,Sat,2,0,2,CD Lugo
6,Sat Sep 22 2018,Córdoba CF,01-Jan,CD Tenerife,2018,Sep,22,22/Sep/2018,Sat,2,1,1,Draw
6,Sun Sep 23 2018,RCD Mallorca,01-Mar,Albacete Balompié,2018,Sep,23,23/Sep/2018,Sun,4,1,3,Albacete Balompié
6,Sun Sep 23 2018,Real Oviedo,01-Jan,Elche CF,2018,Sep,23,23/Sep/2018,Sun,2,1,1,Draw
6,Sun Sep 23 2018,UD Las Palmas,1-0,Málaga CF,2018,Sep,23,23/Sep/2018,Sun,1,1,0,UD Las Palmas
6,Sun Sep 23 2018,CF Reus,01-Jan,Gimnàstic Tarragona,2018,Sep,23,23/Sep/2018,Sun,2,1,1,Draw
6,Sun Sep 23 2018,CD Numancia,0-2,UD Almería,2018,Sep,23,23/Sep/2018,Sun,2,0,2,UD Almería
6,Sun Sep 23 2018,Cádiz CF,0-2,AD Alcorcón,2018,Sep,23,23/Sep/2018,Sun,2,0,2,AD Alcorcón
6,Mon Sep 24 2018,RCD La Coruña,02-Jan,Granada CF,2018,Sep,24,24/Sep/2018,Mon,3,2,1,RCD La Coruña
7,Fri Sep 28 2018,Albacete Balompié,02-Feb,Real Zaragoza,2018,Sep,28,28/Sep/2018,Fri,4,2,2,Draw
7,Sat Sep 29 2018,CD Lugo,01-Jan,RCD Mallorca,2018,Sep,29,29/Sep/2018,Sat,2,1,1,Draw
7,Sat Sep 29 2018,Granada CF,04-Feb,Córdoba CF,2018,Sep,29,29/Sep/2018,Sat,6,4,2,Granada CF
7,Sat Sep 29 2018,Sporting Gijón,1-0,UD Las Palmas,2018,Sep,29,29/Sep/2018,Sat,1,1,0,Sporting Gijón
7,Sat Sep 29 2018,CD Tenerife,1-0,Cádiz CF,2018,Sep,29,29/Sep/2018,Sat,1,1,0,CD Tenerife
7,Sun Sep 30 2018,AD Alcorcón,2-0,Real Oviedo,2018,Sep,30,30/Sep/2018,Sun,2,2,0,AD Alcorcón
7,Sun Sep 30 2018,Málaga CF,1-0,CF Rayo Majadahonda,2018,Sep,30,30/Sep/2018,Sun,1,1,0,Málaga CF
7,Sun Sep 30 2018,UD Almería,2-0,CF Reus,2018,Sep,30,30/Sep/2018,Sun,2,2,0,UD Almería
7,Sun Sep 30 2018,CA Osasuna,0-0,CD Numancia,2018,Sep,30,30/Sep/2018,Sun,0,0,0,Draw
7,Sun Sep 30 2018,Extremadura UD,02-Feb,Elche CF,2018,Sep,30,30/Sep/2018,Sun,4,2,2,Draw
7,Sun Sep 30 2018,Gimnàstic Tarragona,01-Mar,RCD La Coruña,2018,Sep,30,30/Sep/2018,Sun,4,1,3,RCD La Coruña
8,Sat Oct 6 2018,RCD Mallorca,04-Jan,CD Tenerife,2018,Oct,6,6/Oct/2018,Sat,5,4,1,RCD Mallorca
8,Sat Oct 6 2018,CD Numancia,1-0,Extremadura UD,2018,Oct,6,6/Oct/2018,Sat,1,1,0,CD Numancia
8,Sat Oct 6 2018,Córdoba CF,1-0,UD Almería,2018,Oct,6,6/Oct/2018,Sat,1,1,0,Córdoba CF
8,Sat Oct 6 2018,UD Las Palmas,0-0,AD Alcorcón,2018,Oct,6,6/Oct/2018,Sat,0,0,0,Draw
8,Sun Oct 7 2018,CF Reus,01-Feb,Granada CF,2018,Oct,7,7/Oct/2018,Sun,3,1,2,Granada CF
8,Sun Oct 7 2018,Real Oviedo,1-0,Albacete Balompié,2018,Oct,7,7/Oct/2018,Sun,1,1,0,Real Oviedo
8,Sun Oct 7 2018,RCD La Coruña,01-Jan,Málaga CF,2018,Oct,7,7/Oct/2018,Sun,2,1,1,Draw
8,Sun Oct 7 2018,Elche CF,02-Jan,CD Lugo,2018,Oct,7,7/Oct/2018,Sun,3,2,1,Elche CF
8,Sun Oct 7 2018,Cádiz CF,01-Jan,Gimnàstic Tarragona,2018,Oct,7,7/Oct/2018,Sun,2,1,1,Draw
8,Mon Oct 8 2018,CF Rayo Majadahonda,02-Jan,Sporting Gijón,2018,Oct,8,8/Oct/2018,Mon,3,2,1,CF Rayo Majadahonda
8,Mon Oct 8 2018,Real Zaragoza,01-Jan,CA Osasuna,2018,Oct,8,8/Oct/2018,Mon,2,1,1,Draw
9,Fri Oct 12 2018,Málaga CF,02-Jan,Albacete Balompié,2018,Oct,12,12/Oct/2018,Fri,3,2,1,Málaga CF
9,Fri Oct 12 2018,Extremadura UD,02-Jan,Cádiz CF,2018,Oct,12,12/Oct/2018,Fri,3,2,1,Extremadura UD
9,Fri Oct 12 2018,RCD La Coruña,4-0,Elche CF,2018,Oct,12,12/Oct/2018,Fri,4,4,0,RCD La Coruña
9,Sat Oct 13 2018,CA Osasuna,03-Jan,Córdoba CF,2018,Oct,13,13/Oct/2018,Sat,4,3,1,CA Osasuna
9,Sat Oct 13 2018,Sporting Gijón,01-Jan,CF Reus,2018,Oct,13,13/Oct/2018,Sat,2,1,1,Draw
9,Sat Oct 13 2018,UD Almería,3-0,UD Las Palmas,2018,Oct,13,13/Oct/2018,Sat,3,3,0,UD Almería
9,Sat Oct 13 2018,CD Numancia,1-0,Real Zaragoza,2018,Oct,13,13/Oct/2018,Sat,1,1,0,CD Numancia
9,Sun Oct 14 2018,CD Tenerife,0-0,CD Lugo,2018,Oct,14,14/Oct/2018,Sun,0,0,0,Draw
9,Sun Oct 14 2018,CF Rayo Majadahonda,1-0,Real Oviedo,2018,Oct,14,14/Oct/2018,Sun,1,1,0,CF Rayo Majadahonda
9,Sun Oct 14 2018,Granada CF,1-0,RCD Mallorca,2018,Oct,14,14/Oct/2018,Sun,1,1,0,Granada CF
9,Mon Oct 15 2018,Gimnàstic Tarragona,01-Mar,AD Alcorcón,2018,Oct,15,15/Oct/2018,Mon,4,1,3,AD Alcorcón
10,Fri Oct 19 2018,Elche CF,2-0,Málaga CF,2018,Oct,19,19/Oct/2018,Fri,2,2,0,Elche CF
10,Sat Oct 20 2018,Real Oviedo,02-Jan,CA Osasuna,2018,Oct,20,20/Oct/2018,Sat,3,2,1,Real Oviedo
10,Sat Oct 20 2018,AD Alcorcón,1-0,Granada CF,2018,Oct,20,20/Oct/2018,Sat,1,1,0,AD Alcorcón
10,Sat Oct 20 2018,UD Las Palmas,3-0,CD Numancia,2018,Oct,20,20/Oct/2018,Sat,3,3,0,UD Las Palmas
10,Sat Oct 20 2018,Córdoba CF,01-Jan,RCD La Coruña,2018,Oct,20,20/Oct/2018,Sat,2,1,1,Draw
10,Sun Oct 21 2018,RCD Mallorca,01-Jan,Extremadura UD,2018,Oct,21,21/Oct/2018,Sun,2,1,1,Draw
10,Sun Oct 21 2018,CD Lugo,1-0,Gimnàstic Tarragona,2018,Oct,21,21/Oct/2018,Sun,1,1,0,CD Lugo
10,Sun Oct 21 2018,Albacete Balompié,01-Jan,UD Almería,2018,Oct,21,21/Oct/2018,Sun,2,1,1,Draw
10,Sun Oct 21 2018,CF Reus,02-Jan,CF Rayo Majadahonda,2018,Oct,21,21/Oct/2018,Sun,3,2,1,CF Reus
10,Sun Oct 21 2018,Real Zaragoza,01-Jan,CD Tenerife,2018,Oct,21,21/Oct/2018,Sun,2,1,1,Draw
10,Sun Oct 21 2018,Cádiz CF,0-0,Sporting Gijón,2018,Oct,21,21/Oct/2018,Sun,0,0,0,Draw
11,Fri Oct 26 2018,Sporting Gijón,0-0,Córdoba CF,2018,Oct,26,26/Oct/2018,Fri,0,0,0,Draw
11,Sat Oct 27 2018,RCD La Coruña,2-0,CF Reus,2018,Oct,27,27/Oct/2018,Sat,2,2,0,RCD La Coruña
11,Sat Oct 27 2018,Granada CF,1-0,UD Almería,2018,Oct,27,27/Oct/2018,Sat,1,1,0,Granada CF
11,Sat Oct 27 2018,RCD Mallorca,02-Feb,UD Las Palmas,2018,Oct,27,27/Oct/2018,Sat,4,2,2,Draw
11,Sat Oct 27 2018,CD Tenerife,03-Feb,AD Alcorcón,2018,Oct,27,27/Oct/2018,Sat,5,3,2,CD Tenerife
11,Sat Oct 27 2018,CD Lugo,01-Feb,Cádiz CF,2018,Oct,27,27/Oct/2018,Sat,3,1,2,Cádiz CF
11,Sun Oct 28 2018,Gimnàstic Tarragona,02-Jan,Real Oviedo,2018,Oct,28,28/Oct/2018,Sun,3,2,1,Gimnàstic Tarragona
11,Sun Oct 28 2018,CF Rayo Majadahonda,01-Jan,CA Osasuna,2018,Oct,28,28/Oct/2018,Sun,2,1,1,Draw
11,Sun Oct 28 2018,Extremadura UD,01-Feb,Albacete Balompié,2018,Oct,28,28/Oct/2018,Sun,3,1,2,Albacete Balompié
11,Sun Oct 28 2018,Elche CF,2-0,Real Zaragoza,2018,Oct,28,28/Oct/2018,Sun,2,2,0,Elche CF
11,Mon Oct 29 2018,Málaga CF,2-0,CD Numancia,2018,Oct,29,29/Oct/2018,Mon,2,2,0,Málaga CF
12,Fri Nov 2 2018,Albacete Balompié,2-0,Gimnàstic Tarragona,2018,Nov,2,2/Nov/2018,Fri,2,2,0,Albacete Balompié
12,Sat Nov 3 2018,CF Reus,0-0,CD Lugo,2018,Nov,3,3/Nov/2018,Sat,0,0,0,Draw
12,Sat Nov 3 2018,CD Numancia,2-0,CD Tenerife,2018,Nov,3,3/Nov/2018,Sat,2,2,0,CD Numancia
12,Sat Nov 3 2018,CA Osasuna,02-Jan,Málaga CF,2018,Nov,3,3/Nov/2018,Sat,3,2,1,CA Osasuna
12,Sat Nov 3 2018,Córdoba CF,04-Feb,Extremadura UD,2018,Nov,3,3/Nov/2018,Sat,6,4,2,Córdoba CF
12,Sat Nov 3 2018,UD Las Palmas,01-Jan,RCD La Coruña,2018,Nov,3,3/Nov/2018,Sat,2,1,1,Draw
12,Sun Nov 4 2018,Cádiz CF,05-Jan,Elche CF,2018,Nov,4,4/Nov/2018,Sun,6,5,1,Cádiz CF
12,Sun Nov 4 2018,Real Oviedo,01-Jan,RCD Mallorca,2018,Nov,4,4/Nov/2018,Sun,2,1,1,Draw
12,Sun Nov 4 2018,AD Alcorcón,2-0,CF Rayo Majadahonda,2018,Nov,4,4/Nov/2018,Sun,2,2,0,AD Alcorcón
12,Sun Nov 4 2018,UD Almería,02-Jan,Sporting Gijón,2018,Nov,4,4/Nov/2018,Sun,3,2,1,UD Almería
12,Sun Nov 4 2018,Real Zaragoza,0-2,Granada CF,2018,Nov,4,4/Nov/2018,Sun,2,0,2,Granada CF
13,Sat Nov 10 2018,Cádiz CF,2-0,CF Reus,2018,Nov,10,10/Nov/2018,Sat,2,2,0,Cádiz CF
13,Sat Nov 10 2018,Extremadura UD,02-Mar,CA Osasuna,2018,Nov,10,10/Nov/2018,Sat,5,2,3,CA Osasuna
13,Sat Nov 10 2018,CD Lugo,0-1,AD Alcorcón,2018,Nov,10,10/Nov/2018,Sat,1,0,1,AD Alcorcón
13,Sat Nov 10 2018,RCD La Coruña,4-0,Real Oviedo,2018,Nov,10,10/Nov/2018,Sat,4,4,0,RCD La Coruña
13,Sat Nov 10 2018,Elche CF,0-0,UD Las Palmas,2018,Nov,10,10/Nov/2018,Sat,0,0,0,Draw
13,Sun Nov 11 2018,Granada CF,0-0,CD Numancia,2018,Nov,11,11/Nov/2018,Sun,0,0,0,Draw
13,Sun Nov 11 2018,CF Rayo Majadahonda,2-0,UD Almería,2018,Nov,11,11/Nov/2018,Sun,2,2,0,CF Rayo Majadahonda
13,Sun Nov 11 2018,RCD Mallorca,3-0,Córdoba CF,2018,Nov,11,11/Nov/2018,Sun,3,3,0,RCD Mallorca
13,Sun Nov 11 2018,Sporting Gijón,02-Feb,Málaga CF,2018,Nov,11,11/Nov/2018,Sun,4,2,2,Draw
13,Sun Nov 11 2018,CD Tenerife,0-0,Albacete Balompié,2018,Nov,11,11/Nov/2018,Sun,0,0,0,Draw
13,Mon Nov 12 2018,Gimnàstic Tarragona,01-Mar,Real Zaragoza,2018,Nov,12,12/Nov/2018,Mon,4,1,3,Real Zaragoza
14,Fri Nov 16 2018,UD Las Palmas,02-Feb,Granada CF,2018,Nov,16,16/Nov/2018,Fri,4,2,2,Draw
14,Sat Nov 17 2018,Málaga CF,2-0,Gimnàstic Tarragona,2018,Nov,17,17/Nov/2018,Sat,2,2,0,Málaga CF
14,Sat Nov 17 2018,CA Osasuna,2-0,CD Tenerife,2018,Nov,17,17/Nov/2018,Sat,2,2,0,CA Osasuna
14,Sat Nov 17 2018,CF Reus,01-Apr,Extremadura UD,2018,Nov,17,17/Nov/2018,Sat,5,1,4,Extremadura UD
14,Sat Nov 17 2018,Real Zaragoza,02-Feb,RCD Mallorca,2018,Nov,17,17/Nov/2018,Sat,4,2,2,Draw
14,Sat Nov 17 2018,Real Oviedo,02-Jan,Sporting Gijón,2018,Nov,17,17/Nov/2018,Sat,3,2,1,Real Oviedo
14,Sun Nov 18 2018,CD Numancia,01-Feb,CF Rayo Majadahonda,2018,Nov,18,18/Nov/2018,Sun,3,1,2,CF Rayo Majadahonda
14,Sun Nov 18 2018,Córdoba CF,01-Mar,Cádiz CF,2018,Nov,18,18/Nov/2018,Sun,4,1,3,Cádiz CF
14,Sun Nov 18 2018,Albacete Balompié,1-0,CD Lugo,2018,Nov,18,18/Nov/2018,Sun,1,1,0,Albacete Balompié
14,Sun Nov 18 2018,AD Alcorcón,1-0,Elche CF,2018,Nov,18,18/Nov/2018,Sun,1,1,0,AD Alcorcón
14,Mon Nov 19 2018,UD Almería,01-Jan,RCD La Coruña,2018,Nov,19,19/Nov/2018,Mon,2,1,1,Draw
15,Fri Nov 23 2018,Granada CF,01-Feb,Sporting Gijón,2018,Nov,23,23/Nov/2018,Fri,3,1,2,Sporting Gijón
15,Sat Nov 24 2018,Gimnàstic Tarragona,02-Feb,UD Almería,2018,Nov,24,24/Nov/2018,Sat,4,2,2,Draw
15,Sat Nov 24 2018,RCD La Coruña,2-0,CA Osasuna,2018,Nov,24,24/Nov/2018,Sat,2,2,0,RCD La Coruña
15,Sat Nov 24 2018,CD Lugo,02-Jan,Córdoba CF,2018,Nov,24,24/Nov/2018,Sat,3,2,1,CD Lugo
15,Sat Nov 24 2018,Cádiz CF,04-Jan,UD Las Palmas,2018,Nov,24,24/Nov/2018,Sat,5,4,1,Cádiz CF
15,Sun Nov 25 2018,RCD Mallorca,1-0,CD Numancia,2018,Nov,25,25/Nov/2018,Sun,1,1,0,RCD Mallorca
15,Sun Nov 25 2018,Extremadura UD,1-0,Málaga CF,2018,Nov,25,25/Nov/2018,Sun,1,1,0,Extremadura UD
15,Sun Nov 25 2018,Real Oviedo,3-0,CF Reus,2018,Nov,25,25/Nov/2018,Sun,3,3,0,Real Oviedo
15,Sun Nov 25 2018,Elche CF,0-1,Albacete Balompié,2018,Nov,25,25/Nov/2018,Sun,1,0,1,Albacete Balompié
15,Sun Nov 25 2018,CD Tenerife,02-Jan,CF Rayo Majadahonda,2018,Nov,25,25/Nov/2018,Sun,3,2,1,CD Tenerife
15,Sun Nov 25 2018,AD Alcorcón,2-0,Real Zaragoza,2018,Nov,25,25/Nov/2018,Sun,2,2,0,AD Alcorcón
16,Fri Nov 30 2018,Real Zaragoza,0-1,Cádiz CF,2018,Nov,30,30/Nov/2018,Fri,1,0,1,Cádiz CF
16,Sat Dec 1 2018,Córdoba CF,01-Jan,Elche CF,2018,Dec,1,1/Dec/2018,Sat,2,1,1,Draw
16,Sat Dec 1 2018,Málaga CF,0-1,Granada CF,2018,Dec,1,1/Dec/2018,Sat,1,0,1,Granada CF
16,Sat Dec 1 2018,CF Reus,0-2,RCD Mallorca,2018,Dec,1,1/Dec/2018,Sat,2,0,2,RCD Mallorca
16,Sat Dec 1 2018,UD Almería,01-Jan,Extremadura UD,2018,Dec,1,1/Dec/2018,Sat,2,1,1,Draw
16,Sat Dec 1 2018,Sporting Gijón,02-Jan,CD Tenerife,2018,Dec,1,1/Dec/2018,Sat,3,2,1,Sporting Gijón
16,Sun Dec 2 2018,CF Rayo Majadahonda,0-0,RCD La Coruña,2018,Dec,2,2/Dec/2018,Sun,0,0,0,Draw
16,Sun Dec 2 2018,CA Osasuna,1-0,CD Lugo,2018,Dec,2,2/Dec/2018,Sun,1,1,0,CA Osasuna
16,Sun Dec 2 2018,Albacete Balompié,02-Jan,AD Alcorcón,2018,Dec,2,2/Dec/2018,Sun,3,2,1,Albacete Balompié
16,Sun Dec 2 2018,CD Numancia,3-0,Gimnàstic Tarragona,2018,Dec,2,2/Dec/2018,Sun,3,3,0,CD Numancia
16,Sun Dec 2 2018,UD Las Palmas,0-0,Real Oviedo,2018,Dec,2,2/Dec/2018,Sun,0,0,0,Draw
17,Fri Dec 7 2018,CD Tenerife,0-0,Extremadura UD,2018,Dec,7,7/Dec/2018,Fri,0,0,0,Draw
17,Sat Dec 8 2018,RCD La Coruña,02-Feb,CD Numancia,2018,Dec,8,8/Dec/2018,Sat,4,2,2,Draw
17,Sat Dec 8 2018,Gimnàstic Tarragona,0-1,Granada CF,2018,Dec,8,8/Dec/2018,Sat,1,0,1,Granada CF
17,Sat Dec 8 2018,Albacete Balompié,02-Feb,CA Osasuna,2018,Dec,8,8/Dec/2018,Sat,4,2,2,Draw
17,Sat Dec 8 2018,RCD Mallorca,01-Feb,Málaga CF,2018,Dec,8,8/Dec/2018,Sat,3,1,2,Málaga CF
17,Sat Dec 8 2018,Real Oviedo,01-Feb,UD Almería,2018,Dec,8,8/Dec/2018,Sat,3,1,2,UD Almería
17,Sun Dec 9 2018,AD Alcorcón,0-1,CF Reus,2018,Dec,9,9/Dec/2018,Sun,1,0,1,CF Reus
17,Sun Dec 9 2018,Cádiz CF,1-0,CF Rayo Majadahonda,2018,Dec,9,9/Dec/2018,Sun,1,1,0,Cádiz CF
17,Sun Dec 9 2018,Elche CF,0-0,Sporting Gijón,2018,Dec,9,9/Dec/2018,Sun,0,0,0,Draw
17,Sun Dec 9 2018,CD Lugo,04-Feb,UD Las Palmas,2018,Dec,9,9/Dec/2018,Sun,6,4,2,CD Lugo
17,Sun Dec 9 2018,Real Zaragoza,0-0,Córdoba CF,2018,Dec,9,9/Dec/2018,Sun,0,0,0,Draw
18,Fri Dec 14 2018,Málaga CF,1-0,Cádiz CF,2018,Dec,14,14/Dec/2018,Fri,1,1,0,Málaga CF
18,Sat Dec 15 2018,Granada CF,1-0,Real Oviedo,2018,Dec,15,15/Dec/2018,Sat,1,1,0,Granada CF
18,Sat Dec 15 2018,CD Numancia,01-Feb,Albacete Balompié,2018,Dec,15,15/Dec/2018,Sat,3,1,2,Albacete Balompié
18,Sat Dec 15 2018,CF Reus,01-Jan,Córdoba CF,2018,Dec,15,15/Dec/2018,Sat,2,1,1,Draw
18,Sat Dec 15 2018,Sporting Gijón,1-0,RCD Mallorca,2018,Dec,15,15/Dec/2018,Sat,1,1,0,Sporting Gijón
18,Sun Dec 16 2018,CF Rayo Majadahonda,01-Mar,Elche CF,2018,Dec,16,16/Dec/2018,Sun,4,1,3,Elche CF
18,Sun Dec 16 2018,CA Osasuna,02-Jan,AD Alcorcón,2018,Dec,16,16/Dec/2018,Sun,3,2,1,CA Osasuna
18,Sun Dec 16 2018,Extremadura UD,0-1,Gimnàstic Tarragona,2018,Dec,16,16/Dec/2018,Sun,1,0,1,Gimnàstic Tarragona
18,Sun Dec 16 2018,UD Las Palmas,01-Jan,CD Tenerife,2018,Dec,16,16/Dec/2018,Sun,2,1,1,Draw
18,Sun Dec 16 2018,UD Almería,01-Jan,CD Lugo,2018,Dec,16,16/Dec/2018,Sun,2,1,1,Draw
