Country,Stage,Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Goals,Team 1 Goals,Team 2 Goals,Result,,
Belgium,Playoffs - Championship,9,Thu May 16 2019,Royal Antwerp FC,1-2,KAA Gent,2019,May,16,16/May/2019,Thu,3,1,2,KAA Gent,,
Belgium,Playoffs - Europa League,10,Fri May 17 2019,KV Kortrijk,4-0,Cercle Brugge,2019,May,17,17/May/2019,Fri,4,4,0,KV Kortrijk,,
Belgium,Playoffs - Europa League,10,Fri May 17 2019,Royal Excel Mouscron,2-4,Waasland-Beveren,2019,May,17,17/May/2019,Fri,6,2,4,Waasland-Beveren,,
Belgium,Playoffs - Europa League,10,Fri May 17 2019,SV Zulte Waregem,2-1,Saint-Gilloise,2019,May,17,17/May/2019,Fri,3,2,1,SV Zulte Waregem,,
Belgium,Playoffs - Europa League,10,Sat May 18 2019,Sint-Truidense VV,2-1,KVC Westerlo,2019,May,18,18/May/2019,Sat,3,2,1,Sint-Truidense VV,,
Belgium,Playoffs - Europa League,10,Sat May 18 2019,K. Beerschot VA,1-2,KV Oostende,2019,May,18,18/May/2019,Sat,3,1,2,KV Oostende,,
Belgium,Playoffs - Europa League,10,Sat May 18 2019,Sporting Charleroi,2-0,KAS Eupen,2019,May,18,18/May/2019,Sat,2,2,0,Sporting Charleroi,,
Belgium,Playoffs - Championship,10,Sun May 19 2019,KRC Genk,0-0,Standard Liège,2019,May,19,19/May/2019,Sun,0,0,0,Draw,,
Belgium,Playoffs - Championship,10,Sun May 19 2019,Club Brugge,3-2,Royal Antwerp FC,2019,May,19,19/May/2019,Sun,5,3,2,Club Brugge,,
Belgium,Playoffs - Championship,10,Sun May 19 2019,KAA Gent,2-1,RSC Anderlecht,2019,May,19,19/May/2019,Sun,3,2,1,KAA Gent,,
Belgium,Playoffs - Europa League - Finals,Semifinals,Wed May 22 2019,KV Kortrijk,1-2,Sporting Charleroi,2019,May,22,22/May/2019,Wed,3,1,2,Sporting Charleroi,,
Belgium,Playoffs - Europa League - Finals,Final,Sun May 26 2019,Royal Antwerp FC,3-2,Sporting Charleroi,2019,May,26,26/May/2019,Sun,5,3,2,Royal Antwerp FC,,
